时间,实际功率(MW)
2020-07-20 16:15:00,29.07 
2020-07-20 16:30:00,38.24 
2020-07-20 16:45:00,80.53 
2020-07-20 17:00:00,112.65 
2020-07-20 17:15:00,121.51 
2020-07-20 17:30:00,132.29 
2020-07-20 17:45:00,128.47 
2020-07-20 18:00:00,134.78 
2020-07-20 18:15:00,116.91 
2020-07-20 18:30:00,93.68 
2020-07-20 18:45:00,94.91 
2020-07-20 19:00:00,83.20 
2020-07-20 19:15:00,67.99 
2020-07-20 19:30:00,69.40 
2020-07-20 19:45:00,75.44 
2020-07-20 20:00:00,89.07 
2020-07-20 20:15:00,106.25 
2020-07-20 20:30:00,121.38 
2020-07-20 20:45:00,118.46 
2020-07-20 21:00:00,118.75 
2020-07-20 21:15:00,113.88 
2020-07-20 21:30:00,97.25 
2020-07-20 21:45:00,63.27 
2020-07-20 22:00:00,51.97 
2020-07-20 22:15:00,48.85 
2020-07-20 22:30:00,61.80 
2020-07-20 22:45:00,50.38 
2020-07-20 23:00:00,36.91 
2020-07-20 23:15:00,23.55 
2020-07-20 23:30:00,17.31 
2020-07-20 23:45:00,22.58 
2020-07-21 00:00:00,27.01 
2020-07-21 00:15:00,25.74 
2020-07-21 00:30:00,19.46 
2020-07-21 00:45:00,10.82 
2020-07-21 01:00:00,10.03 
2020-07-21 01:15:00,8.40 
2020-07-21 01:30:00,2.53 
2020-07-21 01:45:00,3.36 
2020-07-21 02:00:00,0.96 
2020-07-21 02:15:00,0.08 
2020-07-21 02:30:00,0.79 
2020-07-21 02:45:00,17.28 
2020-07-21 03:00:00,36.16 
2020-07-21 03:15:00,33.88 
2020-07-21 03:30:00,48.85 
2020-07-21 03:45:00,55.52 
2020-07-21 04:00:00,59.98 
2020-07-21 04:15:00,85.50 
2020-07-21 04:30:00,115.73 
2020-07-21 04:45:00,128.61 
2020-07-21 05:00:00,123.57 
2020-07-21 05:15:00,122.70 
2020-07-21 05:30:00,113.87 
2020-07-21 05:45:00,90.06 
2020-07-21 06:00:00,63.37 
2020-07-21 06:15:00,44.43 
2020-07-21 06:30:00,33.90 
2020-07-21 06:45:00,33.15 
2020-07-21 07:00:00,33.95 
2020-07-21 07:15:00,24.14 
2020-07-21 07:30:00,14.85 
2020-07-21 07:45:00,6.65 
2020-07-21 08:00:00,3.12 
2020-07-21 08:15:00,3.27 
2020-07-21 08:30:00,2.12 
2020-07-21 08:45:00,4.62 
2020-07-21 09:00:00,5.72 
2020-07-21 09:15:00,6.66 
2020-07-21 09:30:00,10.34 
2020-07-21 09:45:00,15.08 
2020-07-21 10:00:00,20.82 
2020-07-21 10:15:00,25.29 
2020-07-21 10:30:00,34.82 
2020-07-21 10:45:00,55.36 
2020-07-21 11:00:00,91.83 
2020-07-21 11:15:00,87.41 
2020-07-21 11:30:00,55.68 
2020-07-21 11:45:00,44.77 
2020-07-21 12:00:00,51.53 
2020-07-21 12:15:00,74.50 
2020-07-21 12:30:00,67.22 
2020-07-21 12:45:00,58.62 
2020-07-21 13:00:00,59.68 
2020-07-21 13:15:00,64.68 
2020-07-21 13:30:00,72.26 
2020-07-21 13:45:00,69.43 
2020-07-21 14:00:00,66.53 
2020-07-21 14:15:00,80.56 
2020-07-21 14:30:00,108.06 
2020-07-21 14:45:00,122.06 
2020-07-21 15:00:00,123.69 
2020-07-21 15:15:00,121.76 
2020-07-21 15:30:00,121.05 
2020-07-21 15:45:00,119.96 
2020-07-21 16:00:00,118.20 
2020-07-21 16:15:00,121.60 
2020-07-21 16:30:00,119.08 
2020-07-21 16:45:00,129.86 
2020-07-21 17:00:00,125.56 
2020-07-21 17:15:00,121.98 
2020-07-21 17:30:00,121.22 
2020-07-21 17:45:00,121.77 
2020-07-21 18:00:00,121.57 
2020-07-21 18:15:00,121.63 
2020-07-21 18:30:00,121.85 
2020-07-21 18:45:00,121.28 
2020-07-21 19:00:00,122.46 
2020-07-21 19:15:00,122.88 
2020-07-21 19:30:00,123.09 
2020-07-21 19:45:00,122.31 
2020-07-21 20:00:00,120.11 
2020-07-21 20:15:00,121.24 
2020-07-21 20:30:00,118.66 
2020-07-21 20:45:00,120.47 
2020-07-21 21:00:00,119.47 
2020-07-21 21:15:00,120.19 
2020-07-21 21:30:00,131.20 
2020-07-21 21:45:00,149.47 
2020-07-21 22:00:00,162.53 
2020-07-21 22:15:00,162.99 
2020-07-21 22:30:00,147.91 
2020-07-21 22:45:00,131.37 
2020-07-21 23:00:00,119.46 
2020-07-21 23:15:00,120.46 
2020-07-21 23:30:00,122.46 
2020-07-21 23:45:00,122.27 
2020-07-22 00:00:00,126.27 
2020-07-22 00:15:00,125.34 
2020-07-22 00:30:00,124.86 
2020-07-22 00:45:00,123.43 
2020-07-22 01:00:00,124.13 
2020-07-22 01:15:00,123.30 
2020-07-22 01:30:00,118.58 
2020-07-22 01:45:00,119.93 
2020-07-22 02:00:00,124.49 
2020-07-22 02:15:00,119.42 
2020-07-22 02:30:00,120.81 
2020-07-22 02:45:00,125.29 
2020-07-22 03:00:00,124.74 
2020-07-22 03:15:00,125.49 
2020-07-22 03:30:00,125.70 
2020-07-22 03:45:00,125.27 
2020-07-22 04:00:00,123.56 
2020-07-22 04:15:00,129.11 
2020-07-22 04:30:00,132.26 
2020-07-22 04:45:00,114.31 
2020-07-22 05:00:00,118.09 
2020-07-22 05:15:00,107.32 
2020-07-22 05:30:00,114.07 
2020-07-22 05:45:00,106.75 
2020-07-22 06:00:00,94.39 
2020-07-22 06:15:00,105.23 
2020-07-22 06:30:00,119.01 
2020-07-22 06:45:00,117.50 
2020-07-22 07:00:00,102.62 
2020-07-22 07:15:00,98.53 
2020-07-22 07:30:00,94.43 
2020-07-22 07:45:00,84.79 
2020-07-22 08:00:00,68.52 
2020-07-22 08:15:00,62.30 
2020-07-22 08:30:00,62.62 
2020-07-22 08:45:00,62.00 
2020-07-22 09:00:00,68.14 
2020-07-22 09:15:00,80.56 
2020-07-22 09:30:00,84.64 
2020-07-22 09:45:00,83.33 
2020-07-22 10:00:00,78.60 
2020-07-22 10:15:00,80.14 
2020-07-22 10:30:00,86.12 
2020-07-22 10:45:00,86.91 
2020-07-22 11:00:00,91.90 
2020-07-22 11:15:00,89.10 
2020-07-22 11:30:00,81.79 
2020-07-22 11:45:00,86.75 
2020-07-22 12:00:00,93.39 
2020-07-22 12:15:00,107.93 
2020-07-22 12:30:00,99.41 
2020-07-22 12:45:00,108.02 
2020-07-22 13:00:00,119.06 
2020-07-22 13:15:00,125.47 
2020-07-22 13:30:00,120.29 
2020-07-22 13:45:00,128.90 
2020-07-22 14:00:00,134.32 
2020-07-22 14:15:00,134.39 
2020-07-22 14:30:00,120.94 
2020-07-22 14:45:00,110.41 
2020-07-22 15:00:00,90.70 
2020-07-22 15:15:00,118.54 
2020-07-22 15:30:00,134.17 
2020-07-22 15:45:00,126.33 
2020-07-22 16:00:00,109.26 
2020-07-22 16:15:00,113.72 
2020-07-22 16:30:00,126.65 
2020-07-22 16:45:00,119.88 
2020-07-22 17:00:00,122.98 
2020-07-22 17:15:00,122.57 
2020-07-22 17:30:00,124.61 
2020-07-22 17:45:00,124.77 
2020-07-22 18:00:00,124.73 
2020-07-22 18:15:00,123.69 
2020-07-22 18:30:00,123.91 
2020-07-22 18:45:00,127.15 
2020-07-22 19:00:00,132.80 
2020-07-22 19:15:00,136.22 
2020-07-22 19:30:00,128.38 
2020-07-22 19:45:00,125.23 
2020-07-22 20:00:00,129.21 
2020-07-22 20:15:00,132.63 
2020-07-22 20:30:00,140.75 
2020-07-22 20:45:00,149.56 
2020-07-22 21:00:00,153.33 
2020-07-22 21:15:00,155.66 
2020-07-22 21:30:00,152.14 
2020-07-22 21:45:00,147.97 
2020-07-22 22:00:00,129.23 
2020-07-22 22:15:00,120.43 
2020-07-22 22:30:00,144.67 
2020-07-22 22:45:00,142.84 
2020-07-22 23:00:00,138.21 
2020-07-22 23:15:00,138.57 
2020-07-22 23:30:00,134.33 
2020-07-22 23:45:00,121.26 
2020-07-23 00:00:00,90.41 
2020-07-23 00:15:00,92.86 
2020-07-23 00:30:00,108.96 
2020-07-23 00:45:00,130.36 
2020-07-23 01:00:00,140.65 
2020-07-23 01:15:00,126.36 
2020-07-23 01:30:00,124.76 
2020-07-23 01:45:00,124.61 
2020-07-23 02:00:00,124.43 
2020-07-23 02:15:00,124.76 
2020-07-23 02:30:00,124.69 
2020-07-23 02:45:00,124.63 
2020-07-23 03:00:00,130.85 
2020-07-23 03:15:00,137.19 
2020-07-23 03:30:00,132.42 
2020-07-23 03:45:00,115.58 
2020-07-23 04:00:00,86.98 
2020-07-23 04:15:00,94.84 
2020-07-23 04:30:00,95.58 
2020-07-23 04:45:00,85.74 
2020-07-23 05:00:00,85.55 
2020-07-23 05:15:00,109.42 
2020-07-23 05:30:00,122.74 
2020-07-23 05:45:00,109.60 
2020-07-23 06:00:00,88.85 
2020-07-23 06:15:00,68.11 
2020-07-23 06:30:00,55.67 
2020-07-23 06:45:00,54.18 
2020-07-23 07:00:00,40.73 
2020-07-23 07:15:00,32.72 
2020-07-23 07:30:00,27.17 
2020-07-23 07:45:00,19.53 
2020-07-23 08:00:00,13.89 
2020-07-23 08:15:00,14.36 
2020-07-23 08:30:00,13.54 
2020-07-23 08:45:00,7.59 
2020-07-23 09:00:00,3.33 
2020-07-23 09:15:00,0.55 
2020-07-23 09:30:00,0.05 
2020-07-23 09:45:00,0.00 
2020-07-23 10:00:00,0.00 
2020-07-23 10:15:00,0.24 
2020-07-23 10:30:00,2.34 
2020-07-23 10:45:00,4.14 
2020-07-23 11:00:00,11.32 
2020-07-23 11:15:00,16.94 
2020-07-23 11:30:00,21.77 
2020-07-23 11:45:00,24.68 
2020-07-23 12:00:00,29.11 
2020-07-23 12:15:00,29.34 
2020-07-23 12:30:00,28.42 
2020-07-23 12:45:00,25.45 
2020-07-23 13:00:00,30.57 
2020-07-23 13:15:00,35.17 
2020-07-23 13:30:00,41.97 
2020-07-23 13:45:00,46.19 
2020-07-23 14:00:00,47.24 
2020-07-23 14:15:00,43.50 
2020-07-23 14:30:00,39.31 
2020-07-23 14:45:00,40.00 
2020-07-23 15:00:00,46.68 
2020-07-23 15:15:00,49.32 
2020-07-23 15:30:00,51.50 
2020-07-23 15:45:00,55.65 
2020-07-23 16:00:00,60.49 
2020-07-23 16:15:00,80.71 
2020-07-23 16:30:00,68.55 
2020-07-23 16:45:00,55.83 
2020-07-23 17:00:00,46.22 
2020-07-23 17:15:00,59.38 
2020-07-23 17:30:00,59.47 
2020-07-23 17:45:00,41.33 
2020-07-23 18:00:00,35.39 
2020-07-23 18:15:00,40.28 
2020-07-23 18:30:00,36.31 
2020-07-23 18:45:00,36.36 
2020-07-23 19:00:00,31.23 
2020-07-23 19:15:00,31.32 
2020-07-23 19:30:00,38.62 
2020-07-23 19:45:00,43.55 
2020-07-23 20:00:00,32.02 
2020-07-23 20:15:00,34.04 
2020-07-23 20:30:00,30.98 
2020-07-23 20:45:00,38.82 
2020-07-23 21:00:00,49.59 
2020-07-23 21:15:00,61.46 
2020-07-23 21:30:00,57.11 
2020-07-23 21:45:00,62.04 
2020-07-23 22:00:00,61.43 
2020-07-23 22:15:00,67.42 
2020-07-23 22:30:00,103.32 
2020-07-23 22:45:00,108.87 
2020-07-23 23:00:00,114.72 
2020-07-23 23:15:00,131.57 
2020-07-23 23:30:00,127.43 
2020-07-23 23:45:00,123.85 
2020-07-24 00:00:00,119.43 
2020-07-24 00:15:00,122.94 
2020-07-24 00:30:00,126.79 
2020-07-24 00:45:00,120.19 
2020-07-24 01:00:00,104.31 
2020-07-24 01:15:00,81.66 
2020-07-24 01:30:00,68.31 
2020-07-24 01:45:00,71.20 
2020-07-24 02:00:00,110.62 
2020-07-24 02:15:00,120.41 
2020-07-24 02:30:00,123.41 
2020-07-24 02:45:00,125.50 
2020-07-24 03:00:00,123.40 
2020-07-24 03:15:00,86.53 
2020-07-24 03:30:00,27.99 
2020-07-24 03:45:00,11.03 
2020-07-24 04:00:00,3.20 
2020-07-24 04:15:00,0.33 
2020-07-24 04:30:00,0.00 
2020-07-24 04:45:00,0.00 
2020-07-24 05:00:00,0.00 
2020-07-24 05:15:00,0.00 
2020-07-24 05:30:00,0.00 
2020-07-24 05:45:00,0.00 
2020-07-24 06:00:00,0.00 
2020-07-24 06:15:00,0.00 
2020-07-24 06:30:00,0.00 
2020-07-24 06:45:00,0.00 
2020-07-24 07:00:00,0.01 
2020-07-24 07:15:00,0.14 
2020-07-24 07:30:00,0.61 
2020-07-24 07:45:00,1.17 
2020-07-24 08:00:00,1.14 
2020-07-24 08:15:00,0.48 
2020-07-24 08:30:00,0.00 
2020-07-24 08:45:00,0.00 
2020-07-24 09:00:00,0.00 
2020-07-24 09:15:00,0.00 
2020-07-24 09:30:00,0.00 
2020-07-24 09:45:00,0.00 
2020-07-24 10:00:00,0.00 
2020-07-24 10:15:00,0.00 
2020-07-24 10:30:00,0.02 
2020-07-24 10:45:00,0.00 
2020-07-24 11:00:00,0.00 
2020-07-24 11:15:00,0.01 
2020-07-24 11:30:00,0.00 
2020-07-24 11:45:00,0.00 
2020-07-24 12:00:00,0.00 
2020-07-24 12:15:00,0.00 
2020-07-24 12:30:00,0.03 
2020-07-24 12:45:00,0.18 
2020-07-24 13:00:00,1.70 
2020-07-24 13:15:00,4.09 
2020-07-24 13:30:00,8.11 
2020-07-24 13:45:00,11.42 
2020-07-24 14:00:00,15.50 
2020-07-24 14:15:00,25.51 
2020-07-24 14:30:00,24.76 
2020-07-24 14:45:00,30.66 
2020-07-24 15:00:00,42.40 
2020-07-24 15:15:00,39.52 
2020-07-24 15:30:00,31.51 
2020-07-24 15:45:00,28.14 
2020-07-24 16:00:00,27.82 
2020-07-24 16:15:00,24.28 
2020-07-24 16:30:00,22.30 
2020-07-24 16:45:00,18.30 
2020-07-24 17:00:00,20.19 
2020-07-24 17:15:00,21.63 
2020-07-24 17:30:00,22.14 
2020-07-24 17:45:00,22.86 
2020-07-24 18:00:00,29.79 
2020-07-24 18:15:00,29.04 
2020-07-24 18:30:00,22.66 
2020-07-24 18:45:00,23.91 
2020-07-24 19:00:00,22.89 
2020-07-24 19:15:00,18.22 
2020-07-24 19:30:00,18.59 
2020-07-24 19:45:00,23.79 
2020-07-24 20:00:00,22.97 
2020-07-24 20:15:00,23.42 
2020-07-24 20:30:00,35.53 
2020-07-24 20:45:00,41.21 
2020-07-24 21:00:00,44.83 
2020-07-24 21:15:00,47.42 
2020-07-24 21:30:00,47.82 
2020-07-24 21:45:00,47.95 
2020-07-24 22:00:00,53.06 
2020-07-24 22:15:00,55.17 
2020-07-24 22:30:00,59.94 
2020-07-24 22:45:00,71.02 
2020-07-24 23:00:00,69.83 
2020-07-24 23:15:00,67.71 
2020-07-24 23:30:00,64.66 
2020-07-24 23:45:00,53.86 
2020-07-25 00:00:00,45.57 
2020-07-25 00:15:00,26.51 
2020-07-25 00:30:00,15.26 
2020-07-25 00:45:00,6.51 
2020-07-25 01:00:00,1.00 
2020-07-25 01:15:00,0.00 
2020-07-25 01:30:00,0.00 
2020-07-25 01:45:00,0.03 
2020-07-25 02:00:00,0.00 
2020-07-25 02:15:00,0.00 
2020-07-25 02:30:00,0.00 
2020-07-25 02:45:00,0.33 
2020-07-25 03:00:00,0.91 
2020-07-25 03:15:00,3.52 
2020-07-25 03:30:00,3.81 
2020-07-25 03:45:00,4.68 
2020-07-25 04:00:00,4.58 
2020-07-25 04:15:00,4.36 
2020-07-25 04:30:00,3.32 
2020-07-25 04:45:00,2.71 
2020-07-25 05:00:00,2.32 
2020-07-25 05:15:00,4.05 
2020-07-25 05:30:00,4.24 
2020-07-25 05:45:00,5.53 
2020-07-25 06:00:00,4.14 
2020-07-25 06:15:00,2.12 
2020-07-25 06:30:00,1.17 
2020-07-25 06:45:00,0.02 
2020-07-25 07:00:00,0.00 
2020-07-25 07:15:00,0.38 
2020-07-25 07:30:00,0.47 
2020-07-25 07:45:00,0.89 
2020-07-25 08:00:00,0.86 
2020-07-25 08:15:00,0.25 
2020-07-25 08:30:00,0.04 
2020-07-25 08:45:00,0.10 
2020-07-25 09:00:00,0.00 
2020-07-25 09:15:00,0.00 
2020-07-25 09:30:00,0.00 
2020-07-25 09:45:00,0.00 
2020-07-25 10:00:00,0.00 
2020-07-25 10:15:00,0.00 
2020-07-25 10:30:00,0.00 
2020-07-25 10:45:00,0.00 
2020-07-25 11:00:00,2.14 
2020-07-25 11:15:00,14.24 
2020-07-25 11:30:00,53.45 
2020-07-25 11:45:00,92.82 
2020-07-25 12:00:00,124.28 
2020-07-25 12:15:00,131.82 
2020-07-25 12:30:00,121.33 
2020-07-25 12:45:00,110.13 
2020-07-25 13:00:00,68.01 
2020-07-25 13:15:00,45.36 
2020-07-25 13:30:00,32.81 
2020-07-25 13:45:00,50.70 
2020-07-25 14:00:00,48.51 
2020-07-25 14:15:00,54.25 
2020-07-25 14:30:00,55.28 
2020-07-25 14:45:00,36.83 
2020-07-25 15:00:00,35.24 
2020-07-25 15:15:00,39.61 
2020-07-25 15:30:00,36.87 
2020-07-25 15:45:00,45.08 
2020-07-25 16:00:00,54.38 
2020-07-25 16:15:00,59.62 
2020-07-25 16:30:00,62.63 
2020-07-25 16:45:00,78.59 
2020-07-25 17:00:00,96.59 
2020-07-25 17:15:00,126.25 
2020-07-25 17:30:00,120.10 
2020-07-25 17:45:00,101.16 
2020-07-25 18:00:00,97.49 
2020-07-25 18:15:00,123.28 
2020-07-25 18:30:00,126.43 
2020-07-25 18:45:00,125.31 
2020-07-25 19:00:00,126.36 
2020-07-25 19:15:00,126.26 
2020-07-25 19:30:00,126.04 
2020-07-25 19:45:00,126.83 
2020-07-25 20:00:00,126.73 
2020-07-25 20:15:00,126.90 
2020-07-25 20:30:00,126.32 
2020-07-25 20:45:00,124.58 
2020-07-25 21:00:00,125.15 
2020-07-25 21:15:00,124.69 
2020-07-25 21:30:00,125.28 
2020-07-25 21:45:00,125.94 
2020-07-25 22:00:00,125.19 
2020-07-25 22:15:00,125.71 
2020-07-25 22:30:00,124.93 
2020-07-25 22:45:00,125.77 
2020-07-25 23:00:00,125.90 
2020-07-25 23:15:00,124.85 
2020-07-25 23:30:00,125.14 
2020-07-25 23:45:00,125.46 
2020-07-26 00:00:00,122.67 
2020-07-26 00:15:00,122.43 
2020-07-26 00:30:00,124.45 
2020-07-26 00:45:00,125.55 
2020-07-26 01:00:00,124.17 
2020-07-26 01:15:00,125.25 
2020-07-26 01:30:00,124.61 
2020-07-26 01:45:00,124.89 
2020-07-26 02:00:00,124.99 
2020-07-26 02:15:00,126.50 
2020-07-26 02:30:00,140.57 
2020-07-26 02:45:00,122.59 
2020-07-26 03:00:00,115.67 
2020-07-26 03:15:00,112.94 
2020-07-26 03:30:00,105.13 
2020-07-26 03:45:00,96.08 
2020-07-26 04:00:00,91.37 
2020-07-26 04:15:00,100.13 
2020-07-26 04:30:00,107.16 
2020-07-26 04:45:00,106.62 
2020-07-26 05:00:00,101.18 
2020-07-26 05:15:00,101.16 
2020-07-26 05:30:00,107.86 
2020-07-26 05:45:00,106.18 
2020-07-26 06:00:00,95.37 
2020-07-26 06:15:00,89.05 
2020-07-26 06:30:00,82.80 
2020-07-26 06:45:00,78.54 
2020-07-26 07:00:00,71.79 
2020-07-26 07:15:00,73.65 
2020-07-26 07:30:00,80.08 
2020-07-26 07:45:00,102.33 
2020-07-26 08:00:00,108.66 
2020-07-26 08:15:00,117.79 
2020-07-26 08:30:00,130.04 
2020-07-26 08:45:00,132.66 
2020-07-26 09:00:00,135.63 
2020-07-26 09:15:00,127.21 
2020-07-26 09:30:00,124.24 
2020-07-26 09:45:00,122.79 
2020-07-26 10:00:00,123.53 
2020-07-26 10:15:00,123.78 
2020-07-26 10:30:00,124.26 
2020-07-26 10:45:00,124.04 
2020-07-26 11:00:00,123.67 
2020-07-26 11:15:00,95.59 
2020-07-26 11:30:00,76.60 
2020-07-26 11:45:00,80.81 
2020-07-26 12:00:00,70.42 
2020-07-26 12:15:00,66.25 
2020-07-26 12:30:00,70.82 
2020-07-26 12:45:00,91.46 
2020-07-26 13:00:00,84.22 
2020-07-26 13:15:00,82.32 
2020-07-26 13:30:00,79.21 
2020-07-26 13:45:00,87.18 
2020-07-26 14:00:00,94.99 
2020-07-26 14:15:00,102.25 
2020-07-26 14:30:00,115.73 
2020-07-26 14:45:00,106.11 
2020-07-26 15:00:00,77.30 
2020-07-26 15:15:00,52.13 
2020-07-26 15:30:00,48.01 
2020-07-26 15:45:00,49.61 
2020-07-26 16:00:00,49.95 
2020-07-26 16:15:00,53.09 
2020-07-26 16:30:00,53.02 
2020-07-26 16:45:00,56.93 
2020-07-26 17:00:00,84.73 
2020-07-26 17:15:00,123.30 
2020-07-26 17:30:00,124.31 
2020-07-26 17:45:00,123.58 
2020-07-26 18:00:00,125.83 
2020-07-26 18:15:00,127.01 
2020-07-26 18:30:00,124.24 
2020-07-26 18:45:00,126.39 
2020-07-26 19:00:00,124.89 
2020-07-26 19:15:00,124.46 
2020-07-26 19:30:00,125.13 
2020-07-26 19:45:00,123.99 
2020-07-26 20:00:00,124.73 
2020-07-26 20:15:00,124.68 
2020-07-26 20:30:00,128.81 
2020-07-26 20:45:00,127.32 
2020-07-26 21:00:00,128.00 
2020-07-26 21:15:00,119.43 
2020-07-26 21:30:00,111.94 
2020-07-26 21:45:00,102.00 
2020-07-26 22:00:00,100.78 
2020-07-26 22:15:00,114.80 
2020-07-26 22:30:00,120.71 
2020-07-26 22:45:00,124.71 
2020-07-26 23:00:00,122.53 
2020-07-26 23:15:00,119.63 
2020-07-26 23:30:00,119.92 
2020-07-26 23:45:00,121.83 
2020-07-27 00:00:00,121.97 
2020-07-27 00:15:00,108.96 
2020-07-27 00:30:00,97.18 
2020-07-27 00:45:00,94.94 
2020-07-27 01:00:00,91.78 
2020-07-27 01:15:00,84.28 
2020-07-27 01:30:00,81.98 
2020-07-27 01:45:00,77.50 
2020-07-27 02:00:00,71.10 
2020-07-27 02:15:00,52.56 
2020-07-27 02:30:00,31.83 
2020-07-27 02:45:00,31.57 
2020-07-27 03:00:00,37.79 
2020-07-27 03:15:00,41.96 
2020-07-27 03:30:00,57.01 
2020-07-27 03:45:00,59.44 
2020-07-27 04:00:00,55.09 
2020-07-27 04:15:00,52.36 
2020-07-27 04:30:00,49.64 
2020-07-27 04:45:00,37.64 
2020-07-27 05:00:00,20.19 
2020-07-27 05:15:00,10.02 
2020-07-27 05:30:00,4.32 
2020-07-27 05:45:00,0.68 
2020-07-27 06:00:00,0.09 
2020-07-27 06:15:00,0.21 
2020-07-27 06:30:00,0.00 
2020-07-27 06:45:00,0.00 
2020-07-27 07:00:00,0.00 
2020-07-27 07:15:00,0.00 
2020-07-27 07:30:00,0.00 
2020-07-27 07:45:00,0.00 
2020-07-27 08:00:00,0.00 
2020-07-27 08:15:00,0.00 
2020-07-27 08:30:00,0.00 
2020-07-27 08:45:00,0.00 
2020-07-27 09:00:00,0.00 
2020-07-27 09:15:00,0.00 
2020-07-27 09:30:00,0.00 
2020-07-27 09:45:00,0.00 
2020-07-27 10:00:00,0.00 
2020-07-27 10:15:00,0.00 
2020-07-27 10:30:00,0.00 
2020-07-27 10:45:00,0.00 
2020-07-27 11:00:00,0.00 
2020-07-27 11:15:00,0.00 
2020-07-27 11:30:00,0.00 
2020-07-27 11:45:00,0.14 
2020-07-27 12:00:00,0.95 
2020-07-27 12:15:00,0.49 
2020-07-27 12:30:00,0.00 
2020-07-27 12:45:00,0.00 
2020-07-27 13:00:00,0.00 
2020-07-27 13:15:00,0.00 
2020-07-27 13:30:00,0.00 
2020-07-27 13:45:00,0.02 
2020-07-27 14:00:00,1.40 
2020-07-27 14:15:00,4.45 
2020-07-27 14:30:00,4.76 
2020-07-27 14:45:00,4.09 
2020-07-27 15:00:00,2.10 
2020-07-27 15:15:00,1.65 
2020-07-27 15:30:00,2.28 
2020-07-27 15:45:00,3.46 
2020-07-27 16:00:00,5.55 
2020-07-27 16:15:00,21.64 
2020-07-27 16:30:00,72.77 
2020-07-27 16:45:00,129.85 
2020-07-27 17:00:00,126.84 
2020-07-27 17:15:00,124.07 
2020-07-27 17:30:00,121.52 
2020-07-27 17:45:00,124.80 
2020-07-27 18:00:00,125.38 
2020-07-27 18:15:00,125.56 
2020-07-27 18:30:00,126.24 
2020-07-27 18:45:00,126.57 
2020-07-27 19:00:00,126.92 
2020-07-27 19:15:00,126.02 
2020-07-27 19:30:00,126.25 
2020-07-27 19:45:00,130.21 
2020-07-27 20:00:00,130.02 
2020-07-27 20:15:00,126.22 
2020-07-27 20:30:00,126.96 
2020-07-27 20:45:00,126.59 
2020-07-27 21:00:00,125.38 
2020-07-27 21:15:00,126.11 
2020-07-27 21:30:00,126.47 
2020-07-27 21:45:00,125.94 
2020-07-27 22:00:00,126.04 
2020-07-27 22:15:00,126.29 
2020-07-27 22:30:00,127.33 
2020-07-27 22:45:00,126.39 
2020-07-27 23:00:00,126.82 
2020-07-27 23:15:00,126.82 
2020-07-27 23:30:00,126.46 
2020-07-27 23:45:00,126.07 
2020-07-28 00:00:00,122.55 
2020-07-28 00:15:00,122.22 
2020-07-28 00:30:00,123.89 
2020-07-28 00:45:00,124.48 
2020-07-28 01:00:00,124.81 
2020-07-28 01:15:00,124.84 
2020-07-28 01:30:00,124.68 
2020-07-28 01:45:00,124.88 
2020-07-28 02:00:00,125.39 
2020-07-28 02:15:00,125.76 
2020-07-28 02:30:00,126.73 
2020-07-28 02:45:00,126.67 
2020-07-28 03:00:00,126.76 
2020-07-28 03:15:00,127.53 
2020-07-28 03:30:00,121.73 
2020-07-28 03:45:00,111.61 
2020-07-28 04:00:00,110.32 
2020-07-28 04:15:00,112.63 
2020-07-28 04:30:00,109.83 
2020-07-28 04:45:00,115.01 
2020-07-28 05:00:00,125.18 
2020-07-28 05:15:00,125.67 
2020-07-28 05:30:00,125.16 
2020-07-28 05:45:00,125.27 
2020-07-28 06:00:00,126.16 
2020-07-28 06:15:00,126.82 
2020-07-28 06:30:00,127.10 
2020-07-28 06:45:00,124.93 
2020-07-28 07:00:00,123.92 
2020-07-28 07:15:00,115.97 
2020-07-28 07:30:00,124.80 
2020-07-28 07:45:00,126.34 
2020-07-28 08:00:00,127.06 
2020-07-28 08:15:00,125.59 
2020-07-28 08:30:00,125.37 
2020-07-28 08:45:00,125.26 
2020-07-28 09:00:00,125.46 
2020-07-28 09:15:00,125.40 
2020-07-28 09:30:00,125.06 
2020-07-28 09:45:00,125.45 
2020-07-28 10:00:00,125.64 
2020-07-28 10:15:00,126.79 
2020-07-28 10:30:00,126.51 
2020-07-28 10:45:00,125.88 
2020-07-28 11:00:00,126.14 
2020-07-28 11:15:00,126.89 
2020-07-28 11:30:00,126.27 
2020-07-28 11:45:00,125.20 
2020-07-28 12:00:00,126.22 
2020-07-28 12:15:00,118.39 
2020-07-28 12:30:00,116.95 
2020-07-28 12:45:00,108.21 
2020-07-28 13:00:00,112.38 
2020-07-28 13:15:00,121.88 
2020-07-28 13:30:00,116.32 
2020-07-28 13:45:00,116.53 
2020-07-28 14:00:00,124.31 
2020-07-28 14:15:00,125.53 
2020-07-28 14:30:00,126.93 
2020-07-28 14:45:00,126.13 
2020-07-28 15:00:00,123.49 
2020-07-28 15:15:00,116.07 
2020-07-28 15:30:00,93.01 
2020-07-28 15:45:00,85.76 
2020-07-28 16:00:00,97.66 
2020-07-28 16:15:00,120.26 
2020-07-28 16:30:00,123.39 
2020-07-28 16:45:00,124.48 
2020-07-28 17:00:00,124.66 
2020-07-28 17:15:00,124.72 
2020-07-28 17:30:00,125.81 
2020-07-28 17:45:00,125.86 
2020-07-28 18:00:00,123.27 
2020-07-28 18:15:00,122.31 
